Speaker,File,Seg,Code,Position,Prev.Seg,Long.Short,Duration,Word,Duration_in_ms
DOG,LA_1226d1u1,s,#V,Final,a:,long,0.087418714,spás,87.418714
DOG,LA_1226d1u1,s,#V,Final,a:,long,0.110460948,bás,110.460948
DOG,LA_1226d1u1,d,#C,Final,e:,long,0.104375739,chéad,104.375739
DOG,LA_1226d1u1,d,#C,Final,uu,short,0.113824761,troid,113.824761
DOG,LA_1226d1u1,d,#C,Final,uu,short,0.113824761,troid,113.824761
DOG,LA_1226d1u1,d,#V,Final,uu,short,0.104116191,troid,104.116191
DOG,LA_1226d1u1,d,#V,Final,E,short,0.120132806,chéad,120.132806
DOG,LA_1226d1u1,g,#C,Final,o:,long,0.087491416,Thóg,87.491416
DOG,LA_1226d1u1,g,#V,Final,E,short,0.087635256,beag,87.635256
DOG,LA_1226d1u1,g,#V,Final,uu,short,0.107464775,thug,107.464775
DOG,LA_1226d1u1,l,#C,Final,a:,long,0.036541413,fáil,36.541413
DOG,LA_1226d1u1,l,#V,Final,uu,short,0.035178546,Bhfuil,35.178546
DOG,LA_1226d1u1,l,#V,Final,a,short,0.06029734,faill,60.29734
DOG,LA_1226d1u1,l,#P,Final,i:,long,0.09426573,dhíol,94.26573
DOG,LA_1226d1u1,n,#C,Final,a,short,0.154000008,gleann,154.000008
DOG,LA_1226d1u1,n,#C,Final,a,short,0.094155294,ghleann,94.155294
DOG,LA_1226d1u1,n,#C,Final,ee,short,0.075839243,ceann,75.839243
DOG,LA_1226d1u1,n,#V,Final,a,short,0.05244472,bhean,52.44472
DOG,LA_1226d1u1,n,#V,Final,a,short,0.039073,bhean,39.073
DOG,LA_1226d1u1,n,#V,Final,a,short,0.026640188,bhean,26.640188
DOG,LA_1226d1u1,n,#P,Final,a,short,0.057313509,bean,57.313509
DOG,LA_1227d1u1,k,#V,Final,E,short,0.141501102,beag,141.501102
DOG,LA_1227d1u1,s,#V,Final,a:,long,0.201619449,fás,201.619449
DOG,LA_1227d1u1,d,#V,Final,a:,long,0.095447783,bhfad,95.447783
DOG,LA_1227d1u1,d,#V,Final,uu,short,0.137126188,chuid,137.126188
DOG,LA_1227d1u1,d,#V,Final,oo,short,0.087414818,troid,87.414818
DOG,LA_1227d1u1,d,#V,Final,a,short,0.072232352,bhfad,72.232352
DOG,LA_1227d1u1,d,#P,Final,a,short,0.15689003,bhfad,156.89003
DOG,LA_1227d1u1,g,#V,Final,a:,long,0.041217635,ghrág,41.217635
DOG,LA_1227d1u1,g,#P,Final,a,short,0.227825,flag,227.825
DOG,LA_1227d1u1,l,#V,Final,e:,long,0.052066407,scéal,52.066407
DOG,LA_1227d1u1,l,#V,Final,oo,short,0.050697073,goil,50.697073
DOG,LA_1227d1u1,l,#P,Final,a,short,0.119776,thall,119.776
DOG,LA_1227d1u1,n,#C,Final,i:,long,0.087712524,mbíonn,87.712524
DOG,LA_1227d1u1,n,#C,Final,E,short,0.129630189,ceann,129.630189
DOG,LA_1227d1u1,n,#V,Final,ii,short,0.056328,shin,56.328
DOG,LA_1227d1u1,n,#V,Final,ee,short,0.113040324,cheann,113.040324
DOG,LA_1227d1u1,n,#V,Final,ee,short,0.068231005,cheann,68.231005
DOG,LA_1227d1u1,n,#P,Final,a,short,0.14731832,ann,147.31832
DOG,LA_1227d1u1,n,#P,Final,E,short,0.155858231,cheann,155.858231
SOC,LA_1228d1u1,d,#C,Final,uu,short,0.130771494,gcuid,130.771494
SOC,LA_1228d1u1,d,#C,Final,a,short,0.120224,fhad,120.224
SOC,LA_1228d1u1,m,#V,Final,a,short,0.060079,am,60.079
SOC,LA_1228d2u1,d,#C,Final,e:,long,0.073854,Shéid,73.854
SOC,LA_1228d2u1,l,#C,Final,a:,long,0.071206,fháil,71.206
SOC,LA_1228d2u1,l,#C,Final,a:,long,0.053952,fháil,53.952
SOC,LA_1228d2u1,l,#C,Final,u:,long,0.061908,ndúil,61.908
SOC,LA_1228d2u1,l,#V,Final,a,short,0.049635124,mBaile,49.635124
SOC,LA_1228d2u1,l,#V,Final,ii,short,0.080529,Phill,80.529
SOC,LA_1228d2u1,l,#V,Final,oo,short,0.026361,goil,26.361
SOC,LA_1228d2u1,l,#P,Final,oo,short,0.035342,goil,35.342
SOC,LA_1228d2u1,n,#C,Final,a:,long,0.099394,ndán,99.394
SOC,LA_1228d2u1,n,#C,Final,oo,short,0.040208,don,40.208
SOC,LA_1228d2u1,n,#V,Final,o:,long,0.064639229,tóin,64.639229
SOC,LA_1228d2u1,n,#V,Final,a,short,0.046609715,gan,46.609715
SOC,LA_1229d1u1,k,#C,Final,a,short,0.074513,Ghlac,74.513
SOC,LA_1229d1u1,k,#V,Final,a,short,0.195512813,mac,195.512813
SOC,LA_1229d1u1,k,#V,Final,a,short,0.257233163,mac,257.233163
SOC,LA_1229d1u1,s,#V,Final,ii,short,0.089332,leis,89.332
SOC,LA_1229d1u1,ss,#P,Final,oo,short,0.060225,gcois,60.225
SOC,LA_1229d1u1,g,#C,Final,uu,short,0.059936804,thug,59.936804
SOC,LA_1229d1u1,g,#C,Final,E,short,0.13735651,chreag,137.35651
SOC,LA_1229d1u1,g,#C,Final,uu,short,0.063543341,thug,63.543341
SOC,LA_1229d1u1,g,#V,Final,a:,long,0.075455,fhág,75.455
SOC,LA_1229d1u1,g,#V,Final,E,short,0.101216,chreag,101.216
SOC,LA_1229d1u1,g,#V,Final,uu,short,0.062216,thug,62.216
SOC,LA_1229d1u1,g,#V,Final,uu,short,0.103319,thug,103.319
SOC,LA_1229d1u1,g,#V,Final,a,short,0.063478,chuig,63.478
SOC,LA_1229d1u1,l,#C,Final,a:,long,0.049987,bál,49.987
SOC,LA_1229d1u1,l,#C,Final,e:,long,0.070862,scéal,70.862
SOC,LA_1229d1u1,l,#V,Final,oo,short,0.058946,goil,58.946
SOC,LA_1229d1u1,l,#V,Final,e:,long,0.055725,scéal,55.725
SOC,LA_1229d1u1,l,#V,Final,i:,long,0.051567,shaol,51.567
SOC,LA_1229d1u1,l,#V,Final,oo,short,0.05399,ceoil,53.99
SOC,LA_1229d1u1,l,#V,Final,ii,short,0.056667,bhfuil,56.667
SOC,LA_1229d1u1,l,#V,Final,a,short,0.121989,geall,121.989
SOC,LA_1229d1u1,l,#V,Final,oo,short,0.04788,goil,47.88
SOC,LA_1229d1u1,l,#P,Final,a:,long,0.080467,bál,80.467
SOC,LA_1229d1u1,l,#P,Final,a,short,0.10485,geall,104.85
SOC,LA_1229d1u1,n,#C,Final,a:,long,0.069594,slán,69.594
SOC,LA_1229d1u1,n,#C,Final,uu,short,0.093091,bhain,93.091
SOC,LA_1229d1u1,n,#V,Final,a,short,0.065350819,bean,65.350819
SOC,LA_1229d1u1,n,#V,Final,uu,short,0.053805,gan,53.805
SOC,LA_1229d1u1,n,#P,Final,a,short,0.077294185,bean,77.294185
SOC,LA_1229d1u1,n,#P,Final,ii,short,0.121772094,sin,121.772094
SOC,LA_1229d1u1,n,#P,Final,uu,short,0.221093,chun,221.093
SOC,LA_1230d1u1,ss,#C,Final,ii,short,0.102471925,leis,102.471925
SOC,LA_1230d1u1,s,#V,Final,E,short,0.09474,fhios,94.74
SOC,LA_1230d1u1,ss,#P,Final,ii,short,0.148615,leis,148.615
SOC,LA_1230d1u1,ss,#P,Final,ii,short,0.106186,leis,106.186
SOC,LA_1230d1u1,d,#C,Final,a,short,0.111165,bhfad,111.165
SOC,LA_1230d1u1,g,#C,Final,uu,short,0.08569,thug,85.69
SOC,LA_1230d1u1,l,#C,Final,u:,long,0.031364,shiúl,31.364
SOC,LA_1230d1u1,l,#C,Final,oo,short,0.086637,goil,86.637
SOC,LA_1230d1u1,l,#V,Final,oo,short,0.046302,goil,46.302
SOC,LA_1230d1u1,l,#V,Final,oo,short,0.042977274,goil,42.977274
SOC,LA_1230d1u1,l,#V,Final,oo,short,0.065465009,thoil,65.465009
SOC,LA_1230d1u1,n,#C,Final,ee,short,0.086297,sin,86.297
SOC,LA_1230d1u1,n,#V,Final,o:,long,0.05293,brón,52.93
SOC,LA_1230d1u1,n,#V,Final,i:,long,0.04551,ghrian,45.51
SOC,LA_1230d1u1,n,#V,Final,uu,short,0.067154,don,67.154
SOC,LA_1230d1u1,n,#V,Final,a,short,0.150116,chlann,150.116
SOC,LA_1230d1u1,n,#V,Final,a,short,0.068178,san,68.178
SOC,LA_1230d1u1,n,#P,Final,a,short,0.216827,ann,216.827
SOC,LA_1230d2u1,l,#C,Final,u,short,0.063106,bhfuil,63.106
SOC,LA_1230d2u1,n,#V,Final,e:,long,0.060671719,féin,60.671719
SOC,LA_1230d2u1,n,#V,Final,a:,long,0.037127917,slán,37.127917
SMacM,LA_1249d1u1,k,#C,Final,a,short,0.126135256,ghlac,126.135256
SMacM,LA_1249d1u1,g,#V,Final,E,short,0.109310141,beag,109.310141
SMacM,LA_1249d1u1,g,#P,Final,E,short,0.115336,beag,115.336
SMacM,LA_1249d1u1,g,#V,Final,E,short,0.067670708,Bheag,67.670708
SMacM,LA_1249d1u1,g,#V,Final,E,short,0.066039268,beag,66.039268
SMacM,LA_1249d1u1,g,#V,Final,E,short,0.074801794,beag,74.801794
SMacM,LA_1249d1u1,g,#P,Final,E,short,0.109484,beag,109.484
SMacM,LA_1249d1u1,g,#P,Final,E,short,0.10446,bheag,104.46
SMacM,LA_1249d1u1,l,#P,Final,a:,long,0.033036,fháil,33.036
SMacM,LA_1249d1u1,l,#P,Final,a,short,0.116830407,thall,116.830407
SMacM,LA_1249d1u1,n,#P,Final,a,short,0.15974,chrann,159.74
SMacM,LA_1249d1u1,n,#C,Final,ii,short,0.071687756,rinn,71.687756
SMacM,LA_1249d1u1,n,#V,Final,e:,long,0.038988573,féin,38.988573
SMacM,LA_1249d1u1,n,#V,Final,E,short,0.078134766,cheann,78.134766
SMacM,LA_1249d1u1,n,#P,Final,E,short,0.097006694,ceann,97.006694
SMacM,LA_1249d1u1,n,#P,Final,ee,short,0.097072,ceann,97.072
PMacC,LA_1252d1u1,ss,#C,Final,e,short,0.036847,leis,36.847
PMacC,LA_1252d1u1,d,#V,Final,uu,short,0.040333,muid,40.333
PMacC,LA_1252d1u1,m,#V,Final,a,short,0.04283,am,42.83
PMacC,LA_1252d1u1,n,#C,Final,a:,long,0.075994,Seán,75.994
PMacC,LA_1252d1u1,n,#V,Final,a:,long,0.055178,Seán,55.178
PMacC,LA_1252d1u1,n,#C,Final,a:,long,0.068168,meán,68.168
PMacC,LA_1252d1u1,n,#C,Final,a:,long,0.049532,mheán,49.532
PMacC,LA_1252d1u1,n,#C,Final,u:,long,0.105101545,dhúinn,105.101545
PMacC,LA_1252d1u1,n,#C,Final,E,short,0.044478,bhain,44.478
PMacC,LA_1252d1u1,n,#C,Final,ee,short,0.04099,den,40.99
PMacC,LA_1252d1u1,n,#C,Final,ee,short,0.050096,don,50.096
PMacC,LA_1252d1u1,n,#V,Final,a:,long,0.044394,Seán,44.394
PMacC,LA_1252d1u1,n,#P,Final,a:,long,0.055281,lán,55.281
PMacC,LA_1252d1u1,n,#V,Final,a:,long,0.044299,Seán,44.299
PMacC,LA_1252d1u1,n,#V,Final,e:,long,0.044161,Sheáin,44.161
PMacC,LA_1252d1u1,n,#V,Final,a:,long,0.045592,Seán,45.592
PMacC,LA_1252d1u1,n,#V,Final,a:,long,0.028847,Seán,28.847
PMacC,LA_1252d1u1,n,#V,Final,a,short,0.059515,Chan,59.515
PMacC,LA_1252d1u1,n,#V,Final,a,short,0.071565,Chan,71.565
PMacC,LA_1252d1u1,n,#V,Final,ii,short,0.054350936,chionn,54.350936
PMacC,LA_1252d1u1,n,#P,Final,a:,long,0.069230981,bán,69.230981
PMacC,LA_1252d2u1,m,#V,Final,i:,long,0.042721,Tchím,42.721
PMacC,LA_1252d2u1,n,#P,Final,e:,long,0.171702789,cén,171.702789
PMacC,LA_1252d2u1,n,#C,Final,e:,long,0.031274,féin,31.274
PMacC,LA_1252d2u1,n,#C,Final,e:,long,0.066242,féin,66.242
PMacC,LA_1252d2u1,n,#C,Final,a,short,0.051673,chan,51.673
PMacC,LA_1253d1u1,n,#V,Final,E,short,0.086981133,cheann,86.981133
PMacC,LA_1253d1u1,n,#V,Final,a,short,0.071047,cheann,71.047
PMacC,LA_1253d1u1,n,#V,Final,E,short,0.070108386,cheann,70.108386
PMacC,LA_1253d1u1,n,#P,Final,a,short,0.09655,ceann,96.55
PMacC,LA_1253d1u1,n,#P,Final,E,short,0.133406429,cheann,133.406429
PMacC,LA_1253d1u1,n,#P,Final,a,short,0.062614085,bhean,62.614085
NMcC,LA_1259d2u1,s,#C,Final,oo,short,0.126409737,chois,126.409737
NMcC,LA_1259d2u1,d,#C,Final,e:,long,0.045377,mhéad,45.377
NMcC,LA_1259d2u1,g,#V,Final,i,short,0.057546,Chuig,57.546
NMcC,LA_1259d2u1,l,#V,Final,a,short,0.152279,dall,152.279
NMcC,LA_1259d2u1,l,#V,Final,u:,long,0.022372331,shúil,22.372331
NMcC,LA_1259d2u1,m,#C,Final,E,short,0.085875,greim,85.875
NMcC,LA_1259d2u1,n,#C,Final,a,short,0.040720665,Claon,40.720665
DMacGC,LA_1261d1u1,p,#C,Final,oo,short,0.08628497,stop,86.28497
DMacGC,LA_1261d1u1,g,#C,Final,a:,long,0.029617,D'fhág,29.617
DMacGC,LA_1261d1u1,n,#V,Final,ee,short,0.071974152,ann,71.974152
DMacGC,LA_1261d1u1,n,#V,Final,uu,short,0.043190867,gan,43.190867
DMacGC,LA_1261d2u1,s,#C,Final,a,short,0.135706,chas,135.706
DMacGC,LA_1261d2u1,g,#C,Final,uu,short,0.067122,thug,67.122
DMacGC,LA_1261d2u1,g,#C,Final,uu,short,0.039072,thug,39.072
DMacGC,LA_1261d2u1,g,#P,Final,a,short,0.111179,cac,111.179
DMacGC,LA_1261d2u1,n,#V,Final,E,short,0.04621507,cheann,46.21507
DMacGC,LA_1261d2u1,n,#P,Final,E,short,0.133638571,cheann,133.638571
DMacGC,LA_1261d2u1,n,#V,Final,E,short,0.071651032,ceann,71.651032
DMacGC,LA_1261d2u1,n,#V,Final,E,short,0.048107,ceann,48.107
DMacGC,LA_1261d2u1,n,#V,Final,E,short,0.087211372,ceann,87.211372
DMacGC,LA_1261d2u1,n,#P,Final,ii,short,0.062411,sin,62.411
MOC,LA_1262d1u1,s,#C,Final,oo,short,0.060529,chos,60.529
MOC,LA_1262d1u1,d,#V,Final,uu,short,0.054353734,muid,54.353734
MOC,LA_1262d1u1,g,#V,Final,o:,long,0.058127412,óg,58.127412
MOC,LA_1262d1u1,g,#V,Final,a:,long,0.035740203,d'fhág,35.740203
MOC,LA_1262d1u1,g,#V,Final,o:,long,0.045134,Thóg,45.134
MOC,LA_1262d1u1,l,#C,Final,oo,short,0.04751,goil,47.51
MOC,LA_1262d1u1,n,#V,Final,i:,long,0.079533,Bhínn,79.533
MOC,LA_1262d1u1,n,#C,Final,i:,long,0.069664815,chaoin,69.664815
MOC,LA_1262d1u1,n,#C,Final,ee,short,0.102216542,cheann,102.216542
MOC,LA_1262d1u1,n,#V,Final,a,short,0.024803199,bean,24.803199
MOC,LA_1263d1u1,d,#C,Final,uu,short,0.0719238,muid,71.9238
MOC,LA_1263d1u1,d,#C,Final,uu,short,0.066324966,muid,66.324966
MOC,LA_1263d1u1,d,#V,Final,uu,short,0.054650565,muid,54.650565
MOC,LA_1263d1u1,d,#V,Final,uu,short,0.058779718,muid,58.779718
MOC,LA_1263d1u1,l,#C,Final,u:,long,0.057411,shiúil,57.411
MOC,LA_1263d1u1,l,#C,Final,u:,long,0.037400892,Shiúil,37.400892
MOC,LA_1263d1u1,l,#C,Final,i:,long,0.056925,shíl,56.925
MOC,LA_1263d1u1,l,#V,Final,a,short,0.067539,thall,67.539
MOC,LA_1263d1u1,l,#V,Final,u:,long,0.033649111,dúil,33.649111
MOC,LA_1263d1u1,l,#V,Final,a,short,0.068730989,mall,68.730989
MOC,LA_1263d1u1,l,#V,Final,oo,short,0.023645,ghoil,23.645
MOC,LA_1263d1u1,l,#V,Final,a:,short,0.048376822,scáil,48.376822
MOC,LA_1263d1u1,n,#V,Final,a:,long,0.01221407,Bán,12.21407
MOC,LA_1263d1u1,n,#V,Final,oo,short,0.073437,Chloinn,73.437
MOC,LA_1263d1u1,n,#V,Final,i,short,0.042211823,ghrian,42.211823
MOC,LA_1263d1u1,n,#V,Final,oo,short,0.068248362,son,68.248362
MOC,LA_1263d1u1,n,#V,Final,uu,short,0.040937533,mbun,40.937533
MOC,LA_1263d1u1,n,#P,Final,e:,long,0.080617483,féin,80.617483
MOC,LA_1263d1u1,n,#P,Final,e:,long,0.044287472,féin,44.287472
MOC,LA_1263d1u1,n,#P,Final,ii,short,0.147176559,linn,147.176559
MOC,LA_1264d1u1,k,#V,Final,ii,short,0.299483,chnoic,299.483
MOC,LA_1264d1u1,k,#V,Final,oo,short,0.253462,chnoc,253.462
MOC,LA_1264d1u1,s,#C,Final,a,short,0.138067,bhlais,138.067
MOC,LA_1264d1u1,d,#C,Final,a,short,0.070310229,fhad,70.310229
MOC,LA_1264d1u1,d,#V,Final,a,short,0.071645312,bhfad,71.645312
MOC,LA_1264d1u1,d,#V,Final,a,short,0.050997991,bhfad,50.997991
MOC,LA_1264d1u1,l,#C,Final,o:,long,0.057069499,D'ól,57.069499
MOC,LA_1264d1u1,l,#V,Final,oo,short,0.042130487,ghoil,42.130487
MOC,LA_1264d1u1,n,#C,Final,a,short,0.070127406,d'fhan,70.127406
MOC,LA_1264d1u1,n,#C,Final,o,short,0.121371275,fonn,121.371275
MOC,LA_1264d1u1,n,#V,Final,oo,short,0.042709841,braon,42.709841
MOC,LA_1264d1u1,n,#P,Final,a,short,0.150885,ghleann,150.885
MOC,LA_1264d1u1,n,#P,Final,ee,short,0.143109,cheann,143.109
PMacGC,LA_1265d1u1,k,#C,Final,a,short,0.094474835,Ghlac,94.474835
PMacGC,LA_1265d1u1,k,#V,Final,oo,short,0.124684,stoc,124.684
PMacGC,LA_1265d1u1,n,#C,Final,ii,short,0.080787922,rinn,80.787922
PMacGC,LA_1265d1u1,n,#C,Final,a,short,0.053724777,d'fhan,53.724777
PMacGC,LA_1265d1u1,n,#V,Final,ee,short,0.050646009,ann,50.646009
PMacGC,LA_1265d1u1,n,#P,Final,a:,long,0.138785396,ann,138.785396
PMacGC,LA_1265d2u1,t,#V,Final,a:,long,0.092547051,d'áit,92.547051
PMacGC,LA_1265d2u1,d,#C,Final,a,short,0.169766,fad,169.766
PMacGC,LA_1265d2u1,d,#V,Final,uu,short,0.055787,cuid,55.787
PMacGC,LA_1265d2u1,g,#C,Final,uu,short,0.040087,thug,40.087
PMacGC,LA_1265d2u1,l,#V,Final,oo,short,0.04728085,goil,47.28085
PMacGC,LA_1265d2u1,l,#V,Final,oo,short,0.0405462,goil,40.5462
PMacGC,LA_1265d2u1,l,#V,Final,i:,long,0.036096,Scaoil,36.096
PMacGC,LA_1265d2u1,l,#V,Final,e:,long,0.055884,béal,55.884
PMacGC,LA_1265d2u1,n,#V,Final,ii,short,0.068962646,bhinn,68.962646
PMacGC,LA_1265d2u1,n,#V,Final,ii,short,0.053069633,inn,53.069633
PMacGC,LA_1265d2u1,n,#P,Final,ii,short,0.167064051,binn,167.064051
PMacGC,LA_1266d1u1,s,#V,Final,a,short,0.070169,glas,70.169
PMacGC,LA_1266d1u1,s,#V,Final,oo,short,0.085788574,chos,85.788574
PMacGC,LA_1266d1u1,d,#V,Final,a,short,0.06848296,fhad,68.48296
PMacGC,LA_1266d1u1,d,#V,Final,e:,long,0.048506969,chéad,48.506969
PMacGC,LA_1266d1u1,d,#V,Final,a,short,0.048554,stad,48.554
PMacGC,LA_1266d1u1,g,#C,Final,ii,short,0.06479,lig,64.79
PMacGC,LA_1266d1u1,g,#C,Final,uu,short,0.060947488,thug,60.947488
PMacGC,LA_1266d1u1,g,#C,Final,uu,short,0.082117,thug,82.117
PMacGC,LA_1266d1u1,l,#V,Final,oo,short,0.034247526,ghoil,34.247526
PMacGC,LA_1266d1u1,m,#V,Final,a:,long,0.0297316,geám,29.7316
PMacGC,LA_1266d1u1,m,#C,Final,a:,long,0.028200027,geám,28.200027
PMacGC,LA_1266d1u1,m,#V,Final,a:,long,0.051179157,geám,51.179157
